drug_name,chembl_id,atc_code,atc_name,atc_l1,atc_l1_desc,atc_l2,atc_l2_desc,atc_l3,atc_l3_desc,atc_l4,atc_l4_desc
MINERAL OIL,CHEMBL2109152,A06AA51,"liquid paraffin, combinations",A,ALIMENTARY TRACT AND METABOLISM,A06,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06AA,"Softeners, emollients"
MINERAL OIL,CHEMBL2109152,A06AA01,liquid paraffin,A,ALIMENTARY TRACT AND METABOLISM,A06,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06AA,"Softeners, emollients"
MINOCYCLINE,CHEMBL1434,A01AB23,minocycline,A,ALIMENTARY TRACT AND METABOLISM,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AB,Antiinfectives and antiseptics for local oral treatment
MINOCYCLINE,CHEMBL1434,D10AF07,minocycline,D,DERMATOLOGICALS,D10,ANTI-ACNE PREPARATIONS,D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10AF,Antiinfectives for treatment of acne
MINOCYCLINE,CHEMBL1434,J01AA08,minocycline,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01A,TETRACYCLINES,J01AA,Tetracyclines
MINOXIDIL,CHEMBL802,C02DC01,minoxidil,C,CARDIOVASCULAR SYSTEM,C02,ANTIHYPERTENSIVES,C02D,"ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON",C02DC,Pyrimidine derivatives
MINOXIDIL,CHEMBL802,D11AX01,minoxidil,D,DERMATOLOGICALS,D11,OTHER DERMATOLOGICAL PREPARATIONS,D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11AX,Other dermatologicals
MIOCAMYCIN,CHEMBL1091024,J01FA11,miocamycin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01F,"MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",J01FA,Macrolides
MIPOMERSEN,CHEMBL2219536,C10AX11,mipomersen,C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AX,Other lipid modifying agents
MIRABEGRON,CHEMBL2095212,G04BD12,mirabegron,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04B,UROLOGICALS,G04BD,Drugs for urinary frequency and incontinence
MIRDAMETINIB,CHEMBL507361,L01EE05,mirdametinib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,PROTEIN KINASE INHIBITORS,L01EE,Mitogen-activated protein kinase (MEK) inhibitors
MIRIKIZUMAB,CHEMBL3990014,L04AC24,mirikizumab,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AC,Interleukin inhibitors
MIRISTALKONIUM ION,CHEMBL1180074,R02AA10,myristyl-benzalkonium,R,RESPIRATORY SYSTEM,R02,THROAT PREPARATIONS,R02A,THROAT PREPARATIONS,R02AA,Antiseptics
MIROGABALIN,CHEMBL3545125,N02BF03,mirogabalin,N,NERVOUS SYSTEM,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS,N02BF,Gabapentinoids
MIRTAZAPINE,CHEMBL654,N06AX11,mirtazapine,N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06A,ANTIDEPRESSANTS,N06AX,Other antidepressants
MIRVETUXIMAB SORAVTANSINE,CHEMBL3545132,L01FX26,mirvetuximab soravtansine,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01F,MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,L01FX,Other monoclonal antibodies and antibody drug conjugates
MISOPROSTOL,CHEMBL606,G02AD06,misoprostol,G,GENITO URINARY SYSTEM AND SEX HORMONES,G02,OTHER GYNECOLOGICALS,G02A,UTEROTONICS,G02AD,Prostaglandins
MISOPROSTOL,CHEMBL606,A02BB01,misoprostol,A,ALIMENTARY TRACT AND METABOLISM,A02,DRUGS FOR ACID RELATED DISORDERS,A02B,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02BB,Prostaglandins
MITAPIVAT,CHEMBL4299940,B06AX04,mitapivat,B,BLOOD AND BLOOD FORMING ORGANS,B06,OTHER HEMATOLOGICAL AGENTS,B06A,OTHER HEMATOLOGICAL AGENTS,B06AX,Other hematological agents
MITIGLINIDE,CHEMBL471498,A10BX08,mitiglinide,A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BX,"Other blood glucose lowering drugs, excl. insulins"
MITOBRONITOL,CHEMBL447629,L01AX01,mitobronitol,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01A,ALKYLATING AGENTS,L01AX,Other alkylating agents
MITOGUAZONE,CHEMBL216913,L01XX16,mitoguazone,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents
MITOMYCIN,CHEMBL105,L01DC03,mitomycin,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01D,CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES,L01DC,Other cytotoxic antibiotics
MITOTANE,CHEMBL1670,L01XX23,mitotane,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents
MITOXANTRONE,CHEMBL58,L01DB07,mitoxantrone,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01D,CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES,L01DB,Anthracyclines and related substances
MIVACURIUM CHLORIDE,CHEMBL984,M03AC10,mivacurium chloride,M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03A,"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",M03AC,Other quaternary ammonium compounds
MIZOLASTINE,CHEMBL94454,R06AX25,mizolastine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AX,Other antihistamines for systemic use
MOBOCERTINIB,CHEMBL4650319,L01EB10,mobocertinib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,PROTEIN KINASE INHIBITORS,L01EB,Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors
MOCLOBEMIDE,CHEMBL86304,N06AG02,moclobemide,N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06A,ANTIDEPRESSANTS,N06AG,Monoamine oxidase A inhibitors
MODAFINIL,CHEMBL1373,N06BA07,modafinil,N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06B,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",N06BA,Centrally acting sympathomimetics
MOEXIPRIL,CHEMBL1165,C09AA13,moexipril,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,"ACE INHIBITORS, PLAIN",C09AA,"ACE inhibitors, plain"
MOFEBUTAZONE,CHEMBL1892201,M02AA02,mofebutazone,M,MUSCULO-SKELETAL SYSTEM,M02,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02A,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02AA,"Antiinflammatory preparations, non-steroids for topical use"
MOFEBUTAZONE,CHEMBL1892201,M01AA02,mofebutazone,M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AA,Butylpyrazolidines
MOGAMULIZUMAB,CHEMBL1743041,L01FX09,mogamulizumab,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01F,MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,L01FX,Other monoclonal antibodies and antibody drug conjugates
MOLGRAMOSTIM,CHEMBL2109134,L03AA03,molgramostim,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L03,IMMUNOSTIMULANTS,L03A,IMMUNOSTIMULANTS,L03AA,Colony stimulating factors
MOLIDUSTAT,CHEMBL3646118,B03XA09,molidustat,B,BLOOD AND BLOOD FORMING ORGANS,B03,ANTIANEMIC PREPARATIONS,B03X,OTHER ANTIANEMIC PREPARATIONS,B03XA,Other antianemic preparations
MOLINDONE,CHEMBL460,N05AE02,molindone,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AE,Indole derivatives
MOLNUPIRAVIR,CHEMBL4650320,J05AB18,molnupiravir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AB,Nucleosides and nucleotides excl. reverse transcriptase inhibitors
MOLSIDOMINE,CHEMBL1329455,C01DX12,molsidomine,C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01D,VASODILATORS USED IN CARDIAC DISEASES,C01DX,Other vasodilators used in cardiac diseases
MOMELOTINIB,CHEMBL1078178,L01EJ04,momelotinib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,PROTEIN KINASE INHIBITORS,L01EJ,Janus-associated kinase (JAK) inhibitors
MOMETASONE FUROATE,CHEMBL1161,D07AC13,mometasone,D,DERMATOLOGICALS,D07,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",D07A,"CORTICOSTEROIDS, PLAIN",D07AC,"Corticosteroids, potent (group III)"
MOMETASONE FUROATE,CHEMBL1161,D07XC03,mometasone,D,DERMATOLOGICALS,D07,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",D07X,"CORTICOSTEROIDS, OTHER COMBINATIONS",D07XC,"Corticosteroids, potent, other combinations"
MOMETASONE FUROATE,CHEMBL1161,R01AD09,mometasone,R,RESPIRATORY SYSTEM,R01,NASAL PREPARATIONS,R01A,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,R01AD,Corticosteroids
MOMETASONE FUROATE,CHEMBL1161,R03BA07,mometasone,R,RESPIRATORY SYSTEM,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03B,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS",R03BA,Glucocorticoids
MONOBENZONE,CHEMBL1388,D11AX13,monobenzone,D,DERMATOLOGICALS,D11,OTHER DERMATOLOGICAL PREPARATIONS,D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11AX,Other dermatologicals
MONOETHANOLAMINE,CHEMBL104943,C05BB01,monoethanolamine oleate,C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05B,ANTIVARICOSE THERAPY,C05BB,Sclerosing agents for local injection
MONOXERUTIN,CHEMBL3527416,C05CA02,monoxerutin,C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05C,CAPILLARY STABILIZING AGENTS,C05CA,Bioflavonoids
MONTELUKAST,CHEMBL787,R03DC53,"montelukast, combinations",R,RESPIRATORY SYSTEM,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03D,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03DC,Leukotriene receptor antagonists
MONTELUKAST,CHEMBL787,R03DC03,montelukast,R,RESPIRATORY SYSTEM,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03D,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03DC,Leukotriene receptor antagonists
MONTMORILLONITE,CHEMBL4298106,A07BC05,diosmectite,A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07B,INTESTINAL ADSORBENTS,A07BC,Other intestinal adsorbents
MOPERONE,CHEMBL2104700,N05AD04,moperone,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AD,Butyrophenone derivatives
MORCLOFONE,CHEMBL2105158,R05DB25,morclofone,R,RESPIRATORY SYSTEM,R05,COUGH AND COLD PREPARATIONS,R05D,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",R05DB,Other cough suppressants
MORICIZINE,CHEMBL1075,C01BG01,moracizine,C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01B,"ANTIARRHYTHMICS, CLASS I AND III",C01BG,"Other antiarrhythmics, class I and III"
MORINAMIDE,CHEMBL1697759,J04AK04,morinamide,J,ANTIINFECTIVES FOR SYSTEMIC USE,J04,ANTIMYCOBACTERIALS,J04A,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04AK,Other drugs for treatment of tuberculosis
MORNIFLUMATE,CHEMBL2105059,M01AX22,morniflumate,M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AX,"Other antiinflammatory and antirheumatic agents, non-steroids"
MOROXYDINE,CHEMBL1490434,J05AX01,moroxydine,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AX,Other antivirals
MORPHINE,CHEMBL70,N02AA51,"morphine, combinations",N,NERVOUS SYSTEM,N02,ANALGESICS,N02A,OPIOIDS,N02AA,Natural opium alkaloids
MORPHINE,CHEMBL70,A07DA52,"morphine, combinations",A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07D,ANTIPROPULSIVES,A07DA,Antipropulsives
MORPHINE,CHEMBL70,N02AA01,morphine,N,NERVOUS SYSTEM,N02,ANALGESICS,N02A,OPIOIDS,N02AA,Natural opium alkaloids
MORPHOLINE SALICYLATE,CHEMBL3707214,N02BA08,morpholine salicylate,N,NERVOUS SYSTEM,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS,N02BA,Salicylic acid and derivatives
MOSAPRAMINE,CHEMBL2106650,N05AX10,mosapramine,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AX,Other antipsychotics
MOSAPRIDE,CHEMBL60889,A03FA09,mosapride,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03F,PROPULSIVES,A03FA,Propulsives
MOSUNETUZUMAB,CHEMBL4297788,L01FX25,mosunetuzumab,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01F,MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,L01FX,Other monoclonal antibodies and antibody drug conjugates
MOTAVIZUMAB,CHEMBL1743042,J06BD02,motavizumab,J,ANTIINFECTIVES FOR SYSTEMIC USE,J06,IMMUNE SERA AND IMMUNOGLOBULINS,J06B,IMMUNOGLOBULINS,J06BD,Antiviral monoclonal antibodies
MOTIXAFORTIDE,CHEMBL5095030,L03AX23,motixafortide,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L03,IMMUNOSTIMULANTS,L03A,IMMUNOSTIMULANTS,L03AX,Other immunostimulants
MOTRETINIDE,CHEMBL519260,D10AD05,motretinide,D,DERMATOLOGICALS,D10,ANTI-ACNE PREPARATIONS,D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10AD,Retinoids for topical use in acne
MOXALACTAM,CHEMBL74632,J01DD06,latamoxef,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,OTHER BETA-LACTAM ANTIBACTERIALS,J01DD,Third-generation cephalosporins
MOXAVERINE,CHEMBL2105060,A03AD30,moxaverine,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AD,Papaverine and derivatives
MOXESTROL,CHEMBL1628161,G03CB04,moxestrol,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C,ESTROGENS,G03CB,"Synthetic estrogens, plain"
MOXETUMOMAB PASUDOTOX,CHEMBL1743043,L01FB02,moxetumomab pasudotox,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01F,MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,L01FB,CD22 (Clusters of Differentiation 22) inhibitors
MOXIDECTIN,CHEMBL2104415,P02CX03,moxidectin,P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P02,ANTHELMINTICS,P02C,ANTINEMATODAL AGENTS,P02CX,Other antinematodals
MOXIFLOXACIN,CHEMBL32,J01MA14,moxifloxacin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01M,QUINOLONE ANTIBACTERIALS,J01MA,Fluoroquinolones
MOXIFLOXACIN,CHEMBL32,S01AE07,moxifloxacin,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVES,S01AE,Fluoroquinolones
MOXISYLYTE,CHEMBL159226,G04BE06,moxisylyte,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04B,UROLOGICALS,G04BE,Drugs used in erectile dysfunction
MOXISYLYTE,CHEMBL159226,C04AX10,moxisylyte,C,CARDIOVASCULAR SYSTEM,C04,PERIPHERAL VASODILATORS,C04A,PERIPHERAL VASODILATORS,C04AX,Other peripheral vasodilators
MOXONIDINE,CHEMBL19236,C02AC05,moxonidine,C,CARDIOVASCULAR SYSTEM,C02,ANTIHYPERTENSIVES,C02A,"ANTIADRENERGIC AGENTS, CENTRALLY ACTING",C02AC,Imidazoline receptor agonists
MUMPS VIRUS VACCINE LIVE,CHEMBL2109201,J07BE01,"mumps, live attenuated",J,ANTIINFECTIVES FOR SYSTEMIC USE,J07,VACCINES,J07B,VIRAL VACCINES,J07BE,Mumps vaccines
MUPIROCIN,CHEMBL719,D06AX09,mupirocin,D,DERMATOLOGICALS,D06,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,D06A,ANTIBIOTICS FOR TOPICAL USE,D06AX,Other antibiotics for topical use
MUPIROCIN,CHEMBL719,R01AX06,mupirocin,R,RESPIRATORY SYSTEM,R01,NASAL PREPARATIONS,R01A,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,R01AX,Other nasal preparations
MUROMONAB-CD3,CHEMBL1201608,L04AG01,muromonab-CD3,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AG,Monoclonal antibodies
MUZOLIMINE,CHEMBL1697760,C03CD01,muzolimine,C,CARDIOVASCULAR SYSTEM,C03,DIURETICS,C03C,HIGH-CEILING DIURETICS,C03CD,Pyrazolone derivatives
MYCOPHENOLIC ACID,CHEMBL866,L04AA06,mycophenolic acid,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AA,Selective immunosuppressants
NABILONE,CHEMBL2218896,A04AD11,nabilone,A,ALIMENTARY TRACT AND METABOLISM,A04,ANTIEMETICS AND ANTINAUSEANTS,A04A,ANTIEMETICS AND ANTINAUSEANTS,A04AD,Other antiemetics
NABIXIMOLS,CHEMBL3833333,N02BG10,cannabinoids,N,NERVOUS SYSTEM,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS,N02BG,Other analgesics and antipyretics
NABUMETONE,CHEMBL1070,M01AX01,nabumetone,M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AX,"Other antiinflammatory and antirheumatic agents, non-steroids"
NADIFLOXACIN,CHEMBL363449,D10AF05,nadifloxacin,D,DERMATOLOGICALS,D10,ANTI-ACNE PREPARATIONS,D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10AF,Antiinfectives for treatment of acne
NADOFARAGENE FIRADENOVEC,CHEMBL3990041,L01XL10,nadofaragene firadenovec,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XL,Antineoplastic cell and gene therapy
NADOLOL,CHEMBL521606,C07AA12,nadolol,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AA,"Beta blocking agents, non-selective"
NADROPARIN CALCIUM,CHEMBL2109204,B01AB06,nadroparin,B,BLOOD AND BLOOD FORMING ORGANS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AB,Heparin group
NAFARELIN,CHEMBL1201309,H01CA02,nafarelin,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01C,HYPOTHALAMIC HORMONES,H01CA,Gonadotropin-releasing hormones
NAFCILLIN,CHEMBL1443,J01CF06,nafcillin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01CF,Beta-lactamase resistant penicillins
NAFRONYL,CHEMBL1620794,C04AX21,naftidrofuryl,C,CARDIOVASCULAR SYSTEM,C04,PERIPHERAL VASODILATORS,C04A,PERIPHERAL VASODILATORS,C04AX,Other peripheral vasodilators
NAFTAZONE,CHEMBL2106794,C05CX02,naftazone,C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05C,CAPILLARY STABILIZING AGENTS,C05CX,Other capillary stabilizing agents
NAFTIFINE,CHEMBL626,D01AE22,naftifine,D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use
NALBUPHINE,CHEMBL895,N02AF02,nalbuphine,N,NERVOUS SYSTEM,N02,ANALGESICS,N02A,OPIOIDS,N02AF,Morphinan derivatives
NALDEMEDINE,CHEMBL2105755,A06AH05,naldemedine,A,ALIMENTARY TRACT AND METABOLISM,A06,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06AH,Peripheral opioid receptor antagonists
NALFURAFINE,CHEMBL267495,V03AX02,nalfurafine,V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AX,Other therapeutic products
NALIDIXIC ACID,CHEMBL5,J01MB02,nalidixic acid,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01M,QUINOLONE ANTIBACTERIALS,J01MB,Other quinolones
NALMEFENE,CHEMBL982,N07BB05,nalmefene,N,NERVOUS SYSTEM,N07,OTHER NERVOUS SYSTEM DRUGS,N07B,DRUGS USED IN ADDICTIVE DISORDERS,N07BB,Drugs used in alcohol dependence
NALORPHINE,CHEMBL415284,V03AB02,nalorphine,V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes
NALOXEGOL,CHEMBL2219418,A06AH03,naloxegol,A,ALIMENTARY TRACT AND METABOLISM,A06,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06AH,Peripheral opioid receptor antagonists
NALOXONE,CHEMBL80,A06AH04,naloxone,A,ALIMENTARY TRACT AND METABOLISM,A06,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06AH,Peripheral opioid receptor antagonists
NALOXONE,CHEMBL80,V03AB15,naloxone,V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes
NALTREXONE,CHEMBL19019,N07BB04,naltrexone,N,NERVOUS SYSTEM,N07,OTHER NERVOUS SYSTEM DRUGS,N07B,DRUGS USED IN ADDICTIVE DISORDERS,N07BB,Drugs used in alcohol dependence
NANDROLONE CYCLOTATE,CHEMBL2104906,S01XA11,nandrolone,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS,S01XA,Other ophthalmologicals
NANDROLONE CYCLOTATE,CHEMBL2104906,A14AB01,nandrolone,A,ALIMENTARY TRACT AND METABOLISM,A14,ANABOLIC AGENTS FOR SYSTEMIC USE,A14A,ANABOLIC STEROIDS,A14AB,Estren derivatives
NAPHAZOLINE,CHEMBL761,R01AA08,naphazoline,R,RESPIRATORY SYSTEM,R01,NASAL PREPARATIONS,R01A,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,R01AA,"Sympathomimetics, plain"
NAPHAZOLINE,CHEMBL761,S01GA51,"naphazoline, combinations",S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01G,DECONGESTANTS AND ANTIALLERGICS,S01GA,Sympathomimetics used as decongestants
NAPHAZOLINE,CHEMBL761,S01GA01,naphazoline,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01G,DECONGESTANTS AND ANTIALLERGICS,S01GA,Sympathomimetics used as decongestants
NAPHAZOLINE,CHEMBL761,R01AB02,naphazoline,R,RESPIRATORY SYSTEM,R01,NASAL PREPARATIONS,R01A,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,R01AB,"Sympathomimetics, combinations excl. corticosteroids"
NAPROXCINOD,CHEMBL2103831,M01AE18,naproxcinod,M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AE,Propionic acid derivatives
NAPROXEN,CHEMBL154,G02CC02,naproxen,G,GENITO URINARY SYSTEM AND SEX HORMONES,G02,OTHER GYNECOLOGICALS,G02C,OTHER GYNECOLOGICALS,G02CC,Antiinflammatory products for vaginal administration
