drug	cluster	pca1	pca2
PLANTAGO LANCEOLATA POLLEN	7	0.70002484	-2.4634678
PLANTAGO SPP	18	-2.6627772	-0.41887143
PLATANUS OCCIDENTALIS POLLEN	7	2.2478068	-2.0859947
PLATINUM	9	-0.9207153	1.6265061
PLECANATIDE	15	-5.851926	-1.8425611
PLERIXAFOR	9	-3.4710834	4.3510437
PNEUMOCOCCAL 13-VALENT CONJUGATE VACCINE	2	4.415451	-2.6954987
PNEUMOCOCCAL VACCINE	18	-2.2820375	-2.9496639
POLATUZUMAB VEDOTIN	9	0.60873866	1.9185429
POLIDOCANOL	15	-5.9698176	-3.6143177
POLIHEXANIDE	1	2.0040777	-1.4358094
POLIOVIRUS TYPE 1 ANTIGEN (FORMALDEHYDE INACTIVATED)\POLIOVIRUS TYPE 2 ANTIGEN (FORMALDEHYDE INACTIVATED)\POLIOVIRUS TYPE 3 ANTIGEN (FORMALDEHYDE INACTIVATED)\POLIOVIRUS VACCINE INACTIVATED MONKEY KIDNEY CELL	8	5.15087	-1.4241827
POLYCARBOPHIL	5	-1.4232928	-0.8584532
POLYETHYLENE GLYCOL 3350	15	-4.878768	-1.780705
POLYETHYLENE GLYCOL 3350\POTASSIUM CHLORIDE\SODIUM BICARBONATE\SODIUM CHLORIDE	15	-5.7313747	-0.04982779
POLYETHYLENE GLYCOL 3350\POTASSIUM\SODIUM BICARBONATE\SODIUM SULFATE	1	3.1040866	-3.1580532
POLYETHYLENE GLYCOL 3350\POTASSIUM\SODIUM CHLORIDE\SODIUM SULFATE	1	2.8537984	-2.916181
POLYETHYLENE GLYCOL 400\PROPYLENE GLYCOL	8	3.8282945	-2.5534432
POLYETHYLENE GLYCOL\PROPYLENE GLYCOL	14	-2.6476789	-4.8672514
POLYLACTIDE, L-	13	2.712981	-0.68709874
POLYMYXIN B	16	-3.999769	-0.4939127
POLYMYXIN B SULFATE	4	-3.4211738	-5.9889045
POLYMYXIN B SULFATE\TRIMETHOPRIM	8	4.255586	-3.9293947
POLYMYXIN B;TRIMETHOPRIM	12	-1.6125873	-5.361311
POLYSORBATE	10	-0.2317758	1.8522811
POLYSTYRENE SULFONATE	8	4.7017245	2.643718
POLYURETHANE	8	5.687654	-3.0459418
POMALIDOMIDE	19	3.248742	-0.5825864
POMALIDOMIDE, TRIAL	9	-1.8503345	5.0587435
PONATINIB	19	0.92140055	0.26233014
PONESIMOD	5	-2.7986364	-0.44707778
POPULUS DELTOIDES POLLEN	8	5.1023493	-1.9884965
PORACTANT ALFA	13	0.6448166	0.044067528
POSACONAZOLE	19	1.1793174	2.571738
POTASSIUM	19	1.3004925	0.590774
POTASSIUM ASPARTATE	14	-3.6803539	-1.7648693
POTASSIUM BROMIDE	11	-2.017803	1.4550148
POTASSIUM CHLORATE	11	-0.58462113	0.14301693
POTASSIUM CHLORIDE	6	-1.4356507	1.209371
POTASSIUM CITRATE	12	-0.9021726	-2.58222
POTASSIUM HYDROXIDE\POTASSIUM PHOSPHATE, DIBASIC\SODIUM PHOSPHATE, DIBASIC, ANHYDROUS	8	6.417191	-1.7430067
POTASSIUM IODIDE	1	2.7255144	-1.9604609
POTASSIUM NITRATE\SODIUM FLUORIDE	1	0.6692196	-5.2548847
POTASSIUM PERCHLORATE	11	-1.3685067	-0.04551348
POTASSIUM PERMANGANATE	19	3.4614947	1.8340731
POTASSIUM PHOSPHATE	4	-3.2018254	-1.1230285
POVIDONE	4	-3.0973887	-3.4442675
POVIDONE-IODINE	15	-5.265987	-1.5059258
PRALATREXATE	9	1.6181272	2.0817614
PRALSETINIB	9	-3.4876792	0.90439194
PRAMIPEXOLE	18	0.8209344	0.2590584
PRAMIPEXOLE DIHYDROCHLORIDE	1	-0.30609354	-1.8901546
PRAMLINTIDE	15	-4.739044	-0.2724367
PRAMOCAINE	14	-0.77512485	-3.7992077
PRASTERONE	15	-4.6324363	-2.6312509
PRASUGREL	6	0.093265936	0.6079848
PRAVASTATIN	19	1.4598163	-0.26799348
PRAVASTATIN SODIUM	6	-3.4653382	1.6266015
PRAZEPAM	0	0.57925177	5.1479497
PRAZIQUANTEL	13	1.373849	-1.1219392
PRAZOSIN	0	-1.1680143	4.824139
PREDNAZOLINE	13	-0.24052128	2.1899061
PREDNICARBATE	4	-4.7365656	-3.539885
PREDNISOLONE	8	4.185533	-1.1533684
PREDNISOLONE ACETATE	12	-2.6099668	-3.1851788
PREDNISOLONE SODIUM PHOSPHATE	4	-2.5041902	-1.972655
PREDNISONE	8	5.033432	-1.5120162
PREGABALIN	19	4.3147073	-1.4917754
PRETOMANID	5	-1.1703113	3.6983824
PRIDINOL	4	-1.5989757	-2.9585915
PRILOCAINE	17	2.0789726	2.9336748
PRIMAQUINE	1	0.21686237	1.4523301
PRIMAQUINE PHOSPHATE	8	6.163228	-1.6585058
PRIMIDONE	0	-2.0670414	2.3856206
PRISTINAMYCIN	6	-2.6134043	3.9342673
PROACTIV + PORE TARGETING TREATMENT	8	3.317088	-3.6577532
PROACTIV + SKIN SMOOTHING EXFOLIATOR	8	4.344829	-3.522493
PROBENECID	3	5.430372	-0.21110184
PROBIOTICS, UNSPECIFIED	16	-4.20766	-0.61537254
PROBUCOL	5	-1.6682087	2.1788652
PROCAINAMIDE	4	-2.083138	-1.0370985
PROCAINE	15	-5.307085	-0.6714319
PROCARBAZINE	9	-0.87101847	1.6417863
PROCHLORPERAZINE	18	-1.6243832	0.27164927
PROCHLORPERAZINE EDISYLATE	2	-0.3361532	-1.6904385
PROCHLORPERAZINE MALEATE	2	1.2302078	-1.7136707
PROCYCLIDINE	0	-0.62366766	0.92610925
PROFENAMINE	13	-2.2491388	3.6998951
PROGESTERONE	18	-1.4465495	-1.2234255
PROLINE	17	2.7814775	4.06487
PROMAZINE	0	-0.58914036	4.6324897
PROMEGESTONE	8	6.086358	-1.8203365
PROMETHAZINE	18	0.18819559	1.544054
PROMETHAZINE HYDROCHLORIDE	0	-2.1213992	6.8883553
PROMETHAZINE;THIOUREA	3	4.5262856	3.3226068
PROPAFENONE	6	-1.1700981	2.477012
PROPAFENONE HYDROCHLORIDE	1	3.6336672	-0.44081444
PROPANOL	17	3.916345	1.8068955
PROPIOMAZINE	0	-1.3507253	3.0865111
PROPIVERINE	14	0.66278034	0.61143315
PROPOFOL	19	2.5127478	1.3888737
PROPOXYPHENE	3	5.2999344	1.655669
PROPOXYPHENE HYDROCHLORIDE/ACETAMINOPHEN	8	3.59996	-1.9651091
PROPRANOLOL	19	1.9330992	-0.17466775
PROPRANOLOL HYDROCHLORIDE	0	-2.268079	3.1283307
PROPYLENE GLYCOL	11	-0.40341362	-1.2683417
PROPYLHEXEDRINE	3	5.0378666	-0.43697664
PROPYLTHIOURACIL	9	-0.6024361	4.14778
PROPYPHENAZONE	7	0.69423544	-4.880536
PROTAMINE	17	0.9381106	2.5201178
PROTAMINE SULFATE	17	4.2762184	1.6759052
PROTHIPENDYL	0	-0.86546063	3.8129206
PROTIONAMIDE	9	-2.450026	3.1872673
PROXYMETACAINE	12	1.0844709	-3.3263268
PRUCALOPRIDE	15	-4.4978533	-0.061460648
PRUXELUTAMIDE	8	0.83584136	-0.74125713
PSEUDOEPHEDRINE	18	-0.5399565	-1.893999
PSEUDOEPHEDRINE HYDROCHLORIDE	4	-2.6217842	-2.802662
PSEUDOEPHEDRINE HYDROCHLORIDE\TERFENADINE	4	-2.714152	-4.606713
PSEUDOEPHEDRINE HYDROCHLORIDE\TRIPROLIDINE	4	-4.701055	-4.023756
PSEUDOEPHEDRINE HYDROCHLORIDE\TRIPROLIDINE HYDROCHLORIDE	4	-2.223165	-4.410911
PSEUDOEPHEDRINE;TRIPROLIDINE	4	-1.8687128	-3.9804587
PSILOCYBINE	0	0.6195144	0.27263093
PSORALEN	1	3.5390115	-1.9939615
PYRAZINAMIDE	19	0.42134145	2.130428
PYRIDOSTIGMINE	18	-1.5448872	0.6639601
PYRIDOSTIGMINE BROMIDE	1	3.0583951	-2.277882
PYRIDOXAL PHOSPHATE ANHYDROUS	8	5.5209985	-0.5128603
PYRIDOXINE HYDROCHLORIDE	11	-1.3756447	2.77546
PYRIDOXINE\TRYPTOPHAN	15	-4.693932	-1.1138339
PYRIMETHAMINE	9	-3.6861746	3.789304
PYRIMETHAMINE;SULFADOXINE	8	4.2393203	0.29323396
PYROTINIB	9	-1.7567568	2.8072603
QUAVONLIMAB	9	-1.2456907	3.5312793
QUERCETIN	1	0.81156355	-0.9512049
QUERCUS ALBA POLLEN\QUERCUS RUBRA POLLEN\QUERCUS VELUTINA POLLEN	8	5.1960163	-1.8705889
QUETIAPINE	19	4.170583	-1.0867368
QUETIAPINE FUMARATE	0	0.3277462	2.3651772
QUINAPRIL	14	-3.6903133	-1.5238682
QUINAPRIL HYDROCHLORIDE	10	0.8489488	1.3199847
QUINIDINE	6	-3.156935	0.0153518105
QUININE	17	-0.2739604	4.2746487
QUININE SULFATE	0	1.5627587	2.5416524
QUIZARTINIB	9	-3.295189	1.7628812
RABEPRAZOLE	19	1.0283313	-1.1947788
RABEPRAZOLE SODIUM	14	-3.8877964	-0.03709388
RACECADOTRIL	6	-1.5999532	4.2613025
RACEPINEPHRINE	1	3.2531538	-2.021519
RADIOTHERAPY, UNSPECIFIED	6	-2.7760751	1.7135366
RADIUM-223 DICHLORIDE	6	-1.3373535	1.1635787
RALOXIFENE	18	-1.2416631	-2.9298074
RALOXIFENE HYDROCHLORIDE	13	-2.076883	-1.609877
RALTEGRAVIR	19	1.0796705	1.2755669
RALTITREXED	9	-4.446778	3.9469652
RAMELTEON	0	-2.924447	4.715937
RAMIPRIL	19	3.3190782	-0.8287544
RAMUCIRUMAB	9	-1.0059487	1.7451661
RANELIC ACID	8	4.779243	0.76342106
RANIBIZUMAB	19	1.0240732	-0.65825725
RANIMUSTINE	1	2.9547312	2.9544275
RANITIDINE	19	2.5585506	-0.85853004
RANITIDINE HYDROCHLORIDE	18	-0.4161548	-1.4111372
RANOLAZINE	18	-0.33774632	0.24998927
RASAGILINE	0	-1.1069273	2.8042877
RASBURICASE	9	-0.7030413	6.166039
RAVULIZUMAB	18	-0.19054507	-1.6846815
REBAMIPIDE	5	-5.3622766	2.4924781
REBOXETINE	0	-1.903678	3.7351568
REGADENOSON	18	-1.4034163	1.4234179
REGORAFENIB	19	0.41249898	0.23622322
RELUGOLIX	18	-0.16429146	-1.7755979
REMDESIVIR	6	0.43294924	2.864911
REMIBRUTINIB	18	0.23455699	-1.9237115
REMIFENTANIL	17	-0.64084274	4.376834
REMIFENTANIL HYDROCHLORIDE	0	0.71204364	1.2538705
REMIMAZOLAM BESYLATE	8	5.6877136	-1.3547858
REPAGLINIDE	6	-1.1297667	3.2917192
REPOTRECTINIB	5	-0.9161828	0.86230993
RESLIZUMAB	15	-6.3053846	-2.568332
RESMETIROM	5	0.65706956	-0.4925909
RESTASIS?	12	-2.4620154	-3.2556927
RETIFANLIMAB	5	-1.9004139	1.3348756
RETIGABINE	13	-0.33627838	3.1415021
RETINOL	3	1.8555281	0.69562536
REVEFENACIN	14	-3.4035974	-0.14019369
REVUMENIB	5	-4.09913	2.0850687
REYATAZ CAPS 300 MG	8	6.298947	-1.9072484
REZAFUNGIN	13	2.593784	-0.88096714
REZAFUNGIN ACETATE	13	2.1195862	-0.36230946
RHAMNUS SPP	14	-2.0096586	-1.1829877
RIBAVIRIN	19	3.0711224	-0.2512498
RIBOCICLIB	19	2.7404652	-1.2964123
RIBOCICLIB, TRIAL	9	-1.8082701	3.5716841
RIBOFLAVIN\THIAMINE HYDROCHLORIDE	4	-5.4237614	-2.3634632
RIFABUTIN	9	-2.1585937	2.3643289
RIFAMPICIN	19	1.2926838	1.2988706
RIFAMPIN	9	-2.6522515	2.073201
RIFAMYCIN	8	4.8633866	0.24728775
RIFAPENTINE	7	-5.207496	-0.9219935
RIFAXIMIN	18	-0.29675174	0.29066777
RILMENIDINE	6	-0.32053742	3.4627514
RILONACEPT	15	-5.4661956	-3.445927
RILPIVIRINE	18	-1.4657995	0.37678254
RILUZOLE	5	-4.89097	1.0230902
RIMEGEPANT	18	-2.7313914	-0.5940077
RIMEXOLONE	8	3.9814463	-3.058167
RIOCIGUAT	19	1.7547762	-1.1195585
RIPRETINIB	18	-2.6777487	-1.258857
RISANKIZUMAB	19	3.1480865	-1.9415234
RISDIPLAM	18	-3.5085168	0.3354825
RISEDRONATE SODIUM	14	-2.645806	-2.8374557
RISEDRONIC ACID	19	1.7170182	-1.8401083
RISPERIDONE	19	3.4478648	-0.4933156
RITIOMETAN	8	3.9769824	0.4692175
RITLECITINIB	15	-5.8295584	-3.113908
RITODRINE	13	0.6411689	3.3245642
RITONAVIR	19	1.6882383	1.5849549
RITUXIMAB	8	4.3913474	-1.3058217
RITUXIMAB;VORHYALURONIDASE ALFA	4	-3.0839765	-4.4319496
RIVAROXABAN	19	3.5031009	-0.5376886
RIVASTIGMINE	19	1.364079	-0.03313783
RIZATRIPTAN	18	-1.2379787	0.6227248
RIZATRIPTAN BENZOATE	15	-6.480755	-1.4938419
ROCURONIUM	17	0.50662863	2.5716069
ROCURONIUM BROMIDE	17	-1.3119458	0.65847814
ROFECOXIB	4	-3.1194317	-2.1648932
ROFLUMILAST	14	-2.4527824	-1.2280494
ROLAPITANT	15	-6.6152916	0.28302088
ROMIDEPSIN	9	-2.8227067	4.0316195
ROMIPLOSTIM	18	-0.84028405	0.45035514
ROMOSOZUMAB	18	0.16695361	-1.0531008
ROPEGINTERFERON ALFA-2B	15	-4.1946588	-2.2359707
ROPINIROLE	0	0.7098756	1.020154
ROPINIROLE HYDROCHLORIDE	0	-1.4977221	0.17797035
ROPIVACAINE	0	-1.3522832	3.7219958
ROPIVACAINE HYDROCHLORIDE	17	-0.015550819	4.756916
ROSIGLITAZONE	6	1.5405416	1.4980968
ROSIGLITAZONE MALEATE	6	2.1944818	0.3422968
ROSMARINUS SPP	8	3.1906486	-1.323809
ROSUVASTATIN	19	3.660012	-0.8306191
ROSUVASTATIN CALCIUM	18	-0.4897166	-0.44398093
ROTAVIRUS VACCINE	5	-1.1539927	1.5940408
ROTIGOTINE	18	0.024565145	-0.35135284
ROXITHROMYCIN	6	-3.0992362	2.480224
ROZANOLIXIZUMAB	15	-5.903718	-1.6892362
RUBELLA VAACCINE	9	-0.83330685	1.523576
RUBELLA VIRUS STRAIN WISTAR RA 27/3 LIVE ANTIGEN	6	-1.5816275	2.9584067
RUBIDIUM (82 RB) CHLORIDE	8	3.8220732	-3.5565982
RUBIDIUM CHLORIDE RB-82	8	5.892893	-1.5170947
RUCAPARIB	18	-0.4432849	-1.4786543
RUFINAMIDE	0	-2.239887	3.728209
RUMEX ACETOSELLA POLLEN\RUMEX CRISPUS POLLEN	8	2.6396823	-1.547862
RUNIMOTAMAB	8	5.8331275	-1.4015559
RUPATADINE	14	-1.9902738	-1.9194024
RURIOCTOCOG ALFA PEGOL	8	4.9678717	-1.3048537
RUXOLITINIB	19	2.3549924	-0.3463428
RUXOLITINIB, TRIAL	9	-1.2692721	6.1825156
SACCHAROMYCES SPP	9	-1.2322726	3.703172
SACITUZUMAB GOVITECAN	18	-1.0662769	0.44849554
SACITUZUMAB TIRUMOTECAN	8	5.584665	-1.3859228
SACROSIDASE	5	-0.92366	0.44613683
SACUBITRIL	6	-0.27373368	4.5929093
SACUBITRIL, TRIAL;VALSARTAN, TRIAL	6	1.0887922	4.6996813
SACUBITRIL;VALSARTAN	19	3.2987566	-0.44369358
SACUBITRIL\VALSARTAN	8	6.0305347	-0.17072947
SAFINAMIDE	0	-2.2584646	2.4242477
SAIZEN [ FOR INJECTION)]	15	-3.627165	-1.6574345
SALBUTAMOL	19	3.0271795	-1.5263839
SALBUTAMOL;BUDESONIDE	14	-3.374552	-2.3119173
SALICYLAMIDE	10	-0.33686522	2.0555148
SALICYLIC ACID	18	-0.52000874	-2.507497
SALICYLIC ACID;SKIN CARE	12	-3.250294	-2.9327955
SALICYLIC ACID\TRIAMCINOLONE ACETONIDE	1	1.4768445	-2.0484483
SALIX ALBA (WILLOW) BARK EXTRACT	16	-3.6704898	-2.9185138
SALMETEROL	18	-0.93834394	-1.5813509
SALSALATE	2	4.207178	-2.3772364
SALSOLA KALI POLLEN	7	2.6942859	-3.3034735
SAPROPTERIN	15	-4.5999937	-1.7609217
SAQUINAVIR	9	-1.153539	3.0237634
SARGRAMOSTIM	5	-3.5667782	1.226145
SARILUMAB	19	0.8483772	-2.1831968
SATRALIZUMAB	15	-4.4216447	-0.7739169
SAXAGLIPTIN	6	-1.7271554	0.9935413
SCOPOLAMINE	18	-0.7306467	1.1763415
SEBELIPASE ALFA	15	-4.7299466	-1.364609
SECNIDAZOLE	5	-4.6908665	0.3055955
SECOBARBITAL	14	-2.0921445	-0.19748
SECUKINUMAB	19	4.0151806	-1.5480417
SECUKINUMAB, TRIAL	9	0.9072921	1.29123
SELADELPAR	7	1.3259578	-2.7124317
SELADELPAR LYSINE	8	3.3771148	-0.12205754
SELEGILINE	0	-2.641102	1.3707986
SELENIUM	12	-1.7255981	-2.786162
SELEXIPAG	19	2.0157764	-1.0316215
SELINEXOR	9	-2.9867644	3.3976467
SELPERCATINIB	9	-4.0190654	1.8956943
SELUMETINIB	15	-3.793182	-0.84121835
SEMAGLUTIDE	19	2.3663425	-0.60650766
SENNA SPP	19	0.39954656	-0.27971962
SENNOSIDES	4	-3.7468007	-0.9529336
SENNOSIDES A AND B	5	-1.4802407	2.6601377
SEPROXETINE	3	5.8679414	0.76532686
SERENOA SPP	6	-1.7717555	3.5388954
SEROTONIN	17	3.8413608	5.2996078
SERPLULIMAB	9	0.77517575	1.8607064
SERTACONAZOLE	8	6.193808	-1.925241
SERTINDOLE	15	-4.0466685	-1.383009
SERTRALINE	19	3.7284877	-0.83663327
SERTRALINE HYDROCHLORIDE	0	-1.4948006	0.3519794
SETMELANOTIDE	5	-4.964066	-1.6899108
SEVELAMER	6	-2.354098	2.440328
SEVELAMER CARBONATE	8	3.351439	-2.2867763
SEVELAMER HYDROCHLORIDE	8	3.6901948	-1.7202399
SEVOFLURANE	17	0.671794	4.216912
SIBUTRAMINE	0	-4.809072	2.5697014
SILDENAFIL	19	2.419675	-0.7999932
SILDENAFIL CITRATE	18	-2.04577	0.5646307
SILICATE ANTIACID	11	-1.4458259	0.35837287
SILICONES	4	-4.1806517	-2.4494243
SILODOSIN	6	-2.3606079	1.6316835
SILTUXIMAB	13	-1.3828393	0.1505206
SILVER	1	1.6443871	-2.3956835
SILVER SULFADIAZINE	8	3.059032	-0.7773519
SILYBUM SPP	8	4.877716	0.8156084
SIMEPREVIR	6	-1.0267688	1.7723387
SIMETICONE	15	-4.3117304	-1.1219473
SIMVASTATIN	19	3.4285493	-0.96691823
SIMVASTATIN;VITAMIN B3	7	-2.3245676	-3.1955009
SINCALIDE	1	2.8274279	-2.975337
SINTILIMAB	9	-2.4375877	1.652495
SIPONIMOD	18	0.2385824	-1.3342083
SIPONIMOD, TRIAL	8	5.44061	-1.8141776
SIPULEUCEL-T	6	-2.3434627	0.7940998
SIROLIMUS	19	0.79054993	0.48117572
SIRUKUMAB	4	-1.7742535	-4.01751
SITAFLOXACIN	8	6.13005	-1.2951144
SITAGLIPTIN	19	2.4689977	-0.19638203
SKIN CARE	18	-0.3874699	-3.2989657
SKIN CARE;VITAMIN A;VITAMIN B1;VITAMIN B12;VITAMIN B2;VITAMIN B3;VITAMIN B6;VITAMIN B7;VITAMIN B9;VITAMIN C;VITAMIN D3;VITAMIN E;VITAMIN K	7	-1.3527244	-0.57674783
SKIN CARE;VITAMIN B1;VITAMIN B2;VITAMIN B3;VITAMIN B6	8	1.7765521	0.712626
SNAKE VENOM ANTISERUM	7	-3.7079856	-0.2861405
SOAP	14	-1.5213675	-3.328717
SODIUM	4	-2.003879	-3.1800458
SODIUM AUROTHIOMALATE	18	0.40115252	-2.9131234
SODIUM BICARBONATE	19	0.78927875	0.87588024
SODIUM BICARBONATE;SODIUM CHLORIDE	14	-3.2631822	-2.5195189
SODIUM BICARBONATE\SODIUM CHLORIDE	14	-2.284842	-4.9818454
SODIUM CHLORIDE	19	1.3161783	-0.185963
SODIUM CHLORIDE;SODIUM CITRATE	8	4.414669	-1.3029206
SODIUM CITRATE	11	-0.891701	0.9760828
SODIUM CITRATE;SODIUM LAURYL SULFOACETATE	8	4.2327876	2.0342486
SODIUM FERRIC GLUCONATE COMPLEX	11	0.01371293	2.058372
SODIUM FLUORIDE	4	-1.2612648	-3.0721278
SODIUM FLUORIDE\TRICLOSAN	8	3.2085862	-3.8197997
SODIUM FLUOROPHOSPHATE	8	4.0835814	-2.307851
SODIUM GLYCEROPHOSPHATE	7	-2.8086252	0.39393282
SODIUM IODIDE	8	6.2436852	-1.8393563
SODIUM NITRITE	3	5.903349	-0.17091319
SODIUM OXYBATE	3	3.7479339	1.810169
SODIUM PERBORATE	4	-2.833805	-4.516143
SODIUM PERCHLORATE	9	-1.7483501	1.6572573
SODIUM PHENYLBUTYRATE	13	0.465735	1.576774
SODIUM PHENYLBUTYRATE;TAURURSODIOL	15	-5.982098	0.385652
SODIUM PHOSPHATE	11	-0.39822456	0.5693935
SODIUM PICOSULFATE	11	-1.0395848	0.7789922
SODIUM POLYSTYRENE SULFONATE	17	0.3234716	4.453076
SODIUM PROPIONATE	15	-2.0661635	-2.5391967
SODIUM SULFATE	1	3.0828676	-2.7834325
SODIUM SULFATE;POTASSIUM SULFATE;MAGNESIUM	5	-2.2399302	0.6741974
SODIUM SULFIDE	12	-3.9883296	-3.535883
SODIUM THIOSULFATE	5	-1.6648223	2.7012737
SODIUM ZIRCONIUM CYCLOSILICATE	6	-4.1592956	2.476302
SOFOSBUVIR	19	1.4359727	0.10367512
SOFOSBUVIR;VELPATASVIR	18	-0.31862321	0.122520864
SOFOSBUVIR;VELPATASVIR;VOXILAPREVIR	15	-3.873129	-0.6199472
SOFOSBUVIR\VELPATASVIR	5	-2.1565008	0.9076016
SOFPIRONIUM BROMIDE	8	3.5309298	-2.3133287
SOLIFENACIN	18	0.048728094	-0.63918185
SOLIFENACIN SUCCINATE	1	1.9811777	-1.6836836
SOLIFENACIN;TAMSULOSIN	13	2.618407	-0.7322723
SOLRIAMFETOL	15	-4.305761	-0.87873626
SOLUTIONS FOR PARENTERAL NUTRITION, UNSPECIFIED	7	-1.8626896	-1.3399937
SOMATOSTATIN	8	4.5932326	-0.9492375
SOMATREM	13	2.3456612	-0.014336769
SOMATROGON	19	0.52100056	-3.094275
SOMATROPIN	19	2.28253	-1.0668994
SONIDEGIB	15	-4.69923	0.85772854
SORAFENIB	19	1.3445015	0.74196225
SORGHUM HALEPENSE POLLEN	7	-0.8290278	-3.862856
SOTAGLIFLOZIN	5	-4.982455	1.8783797
SOTALOL	6	-1.3439331	2.891982
SOTALOL HYDROCHLORIDE	17	1.3987199	3.9642203
SOTATERCEPT	18	-2.5595627	-2.4441736
SOTORASIB	9	-3.714736	3.0503557
SOTORASIB, TRIAL	8	6.2395477	-1.6400973
SOTROVIMAB	7	-4.5682535	1.0098135
SPARSENTAN	6	-3.096066	-0.2894294
SPARTALIZUMAB	5	-1.33324	1.2904162
SPESOLIMAB	1	-0.22910137	-1.8522489
SPIRAMYCIN	9	-1.0222125	3.2656121
SPIRONOLACTONE	19	2.9818854	0.14347067
STANOZOLOL	13	0.8042385	3.9088507
STARCH	17	-0.6532684	0.43322295
STATINS, UNSPECIFIED	8	1.0770063	-2.533186
STAVUDINE	9	0.17620549	2.3995452
STEARIC ACID	11	-2.395244	-2.030983
STEARYL ALCOHOL	11	-1.6118766	0.32580966
STEROIDS, UNSPECIFIED	15	-6.064334	-0.7073931
STIRIPENTOL	0	-2.2811186	3.087412
STOMATOLOGICAL PREPARATIONS, UNSPECIFIED	0	2.1154165	2.9862187
STREPTOMYCIN	16	-2.7909143	0.422173
STREPTOZOCIN	9	-1.2704136	4.9862547
SUCCINYLCHOLINE CHLORIDE	17	2.58223	3.8217423
SUCRALFATE	18	-3.0745645	-1.2661948
SUCROFERRIC OXYHYDROXIDE	15	-3.601455	1.2734646
SUCROSE	11	-1.4967315	0.23265547
SUFENTANIL	17	0.81728345	3.5184102
SUFENTANIL CITRATE	17	3.1228602	2.6035156
SUGAMMADEX	17	-1.026243	2.6777887
SULBACTAM	1	3.0743802	1.9413986
SULBUTIAMINE	8	3.091047	1.706269
SULFABENZAMIDE	2	3.9696958	-2.3749948
SULFACETAMIDE	4	-3.8879104	-3.6024656
SULFACETAMIDE SODIUM	2	4.604475	-2.812528
SULFACETAMIDE SODIUM\SULFUR	6	-2.677848	0.67647517
SULFACETAMIDE\SULFADIAZINE\SULFAMERAZINE\SULFAMETHAZINE	2	3.5705667	-2.2833002
SULFADIAZINE	6	-3.900881	1.0019772
SULFADIAZINE;TRIMETHOPRIM	14	-3.0979822	-2.6351523
SULFADIAZINE\SULFAMERAZINE\SULFATHIAZOLE	4	-5.0068965	-4.3208876
SULFADIAZINE\TRIMETHOPRIM	3	2.4958305	0.595661
SULFAFURAZOLE	2	3.5259898	-2.964831
SULFAGUANIDINE	15	-2.9379787	-2.386056
SULFAMETHIZOLE	4	-3.6299121	-4.2215877
SULFAMETHOXAZOLE	19	0.2345601	-2.6928208
SULFAMETHOXAZOLE;TRIMETHOPRIM	19	3.352589	-1.2780856
SULFAMETROLE\TRIMETHOPRIM	9	0.6437278	0.80051935
SULFANILAMIDE	2	0.52559835	-2.7640135
SULFASALAZINE	19	2.6887188	-1.2635452
SULFATHIAZOLE	4	-1.8111768	-4.290364
SULFISOMIDINE	4	-2.593538	-4.6494384
SULFONAMIDES, UNSPECIFIED	12	-1.9614315	-3.6946445
SULFUR	7	-4.319776	-2.700995
SULFUR HEXAFLUORIDE	7	-2.8152292	1.5480239
SULINDAC	5	-3.3596904	-0.27989352
SULPIRIDE	0	-1.6058295	5.8509107
SULPROSTONE	8	4.923424	0.9504652
SULTIAME	0	-0.84205264	2.8166468
SUMATRIPTAN	18	1.2545347	-1.1364596
SUMATRIPTAN SUCCINATE	15	-5.2752504	-1.7950263
SUNITINIB	19	1.9137425	-0.49045283
SUNITINIB MALATE	9	-4.658431	2.9940865
SUNSCREEN AGENTS, UNSPECIFIED	8	5.309074	-2.469446
SUVOREXANT	18	-0.5286408	0.5143314
SUXAMETHONIUM	17	0.9378402	3.315948
SUZETRIGINE	5	-5.2865148	0.9139252
TACROLIMUS	8	4.437829	-1.0585251
TADALAFIL	19	2.23941	-0.64051574
TADALAFIL\TAMSULOSIN HYDROCHLORIDE	14	-0.9345384	-2.6609468
TAFAMIDIS	19	1.3780421	-0.04993483
TAFASITAMAB	9	-1.8006842	4.011504
TAFENOQUINE	0	1.1938806	-1.6154599
TAFLUPROST	12	-3.9630048	-4.8467712
TAGRAXOFUSP	9	-2.3415656	4.5069547
TALAZOPARIB	9	-3.7012458	2.0829177
TALC	18	0.24253334	-1.5021743
TALIGLUCERASE ALFA	15	-5.4265895	-0.33184615
TALIMOGENE LAHERPAREPVEC	5	-3.7046578	0.6454446
TALQUETAMAB	9	-3.6823611	0.4512029
TAMOXIFEN	19	1.6591091	-0.33784086
TAMOXIFEN CITRATE	15	-3.9524305	0.027364215
TAMSULOSIN	19	2.370412	-0.38153568
TAMSULOSIN HYDROCHLORIDE	6	-2.941511	1.0520922
TANDOSPIRONE	3	3.9109888	0.8770614
TAPENTADOL	18	0.25526047	0.6376334
TAPINAROF	12	-4.0045767	-4.4030867
TARLATAMAB	9	-2.072143	3.256551
TASELISIB	5	1.4653928	-0.13311556
TASIMELTEON	18	-3.2657692	-1.8486196
TAVABOROLE	12	-3.4271958	-5.765753
TAZAROTENE	12	-2.822336	-4.721447
TAZEMETOSTAT	5	-5.085724	1.1482775
