adverse_event	n_signals	n_female_higher	n_male_higher	mean_log_ratio	n_drugs	female_pct
ADAMTS13 activity decreased	1	1	0	0.6942370434314409	1	100.0
Air embolism	1	0	1	-0.6041019308429201	1	0.0
Airway complication of anaesthesia	1	0	1	-0.6009569975867768	1	0.0
Alcohol test false positive	1	1	0	0.5984323910749039	1	100.0
Anastomotic complication	1	1	0	0.877877109510997	1	100.0
Anogenital warts	1	1	0	0.5537635590925967	1	100.0
Anogenital dysplasia	1	0	1	-0.6585232332855089	1	0.0
Anion gap increased	1	1	0	0.6510960357169933	1	100.0
Animal bite	1	0	1	-1.044948416204052	1	0.0
Angular cheilitis	1	0	1	-0.607792860044218	1	0.0
Angiosarcoma metastatic	1	0	1	-0.5188770259165922	1	0.0
Angioplasty	1	0	1	-0.5364026462379728	1	0.0
Angiomyolipoma	1	0	1	-0.7851237329937328	1	0.0
Angiodysplasia	1	1	0	1.0818711947151836	1	100.0
Angina bullosa haemorrhagica	1	0	1	-0.6556125331222091	1	0.0
Aneurysm ruptured	1	1	0	0.5391056192493522	1	100.0
Anastomotic ulcer haemorrhage	1	1	0	1.1317161270795513	1	100.0
Anastomotic stenosis	1	1	0	0.824906610375387	1	100.0
Anastomotic haemorrhage	1	1	0	0.8286921059392363	1	100.0
Anaphylactoid shock	1	1	0	0.9777974407544257	1	100.0
Alcohol withdrawal syndrome	1	1	0	1.1049885769571475	1	100.0
Anal squamous cell carcinoma	1	0	1	-0.5529423799849937	1	0.0
Anal skin tags	1	0	1	-0.6860901429971435	1	0.0
Amyloid related imaging abnormality-microhaemorrhages and haemosiderin deposits	1	0	1	-0.9670384678966091	1	0.0
Amphetamines negative	1	0	1	-0.5598920607624818	1	0.0
Amoebiasis	1	0	1	-0.5056086209202164	1	0.0
Ammonia abnormal	1	1	0	0.5415413654675847	1	100.0
Amaurosis	1	1	0	0.6672280727715665	1	100.0
Alveolitis allergic	1	1	0	0.6966234911228142	1	100.0
Allogenic stem cell transplantation	1	1	0	1.519114670675191	1	100.0
Allergy test positive	1	0	1	-0.7400498850058748	1	0.0
Allergic sinusitis	1	0	1	-0.7625720178470303	1	0.0
Allergic reaction to excipient	1	0	1	-1.2271293088758026	1	0.0
Allergic granulomatous angiitis	1	0	1	-0.6739404626085106	1	0.0
Alkalosis hypochloraemic	1	1	0	0.5665279472811227	1	100.0
Basal ganglia haemorrhage	1	1	0	0.9626010848854372	1	100.0
Basophil count increased	1	1	0	0.7355192343106718	1	100.0
Chronic pigmented purpura	1	0	1	-0.5948761166261551	1	0.0
Cardiac fibrillation	1	1	0	0.5259621049853689	1	100.0
Camptocormia	1	1	0	1.0352595474782316	1	100.0
Carbon monoxide diffusing capacity decreased	1	1	0	0.5123367775819352	1	100.0
Carcinoid heart disease	1	1	0	0.6114886550604073	1	100.0
Carcinoid tumour	1	1	0	0.7712110788080242	1	100.0
Cardiac assistance device user	1	1	0	0.584024921914065	1	100.0
Cardiac death	1	1	0	0.6817867322263433	1	100.0
Cardiac infection	1	0	1	-0.8906667001505714	1	0.0
Castleman's disease	1	0	1	-0.7940073572527044	1	0.0
Cardiac output decreased	1	1	0	0.7774803725490034	1	100.0
Cardiac perforation	1	1	0	0.712486217760635	1	100.0
Cardiac ventricular thrombosis	1	1	0	0.891718631969558	1	100.0
Cardiometabolic syndrome	1	1	0	0.6869325127911319	1	100.0
Carnitine deficiency	1	1	0	1.0890040339109355	1	100.0
Carotid artery disease	1	0	1	-0.7682196713265694	1	0.0
Calculus urinary	1	1	0	1.4423491088812785	1	100.0
Calculus ureteric	1	0	1	-1.2716164691119447	1	0.0
Caecitis	1	1	0	0.7839525557473683	1	100.0
COVID-19 treatment	1	0	1	-0.824745909611142	1	0.0
CHANTER syndrome	1	1	0	1.4472030633225303	1	100.0
CD8 lymphocytes decreased	1	0	1	-1.3994897029260658	1	0.0
CD4 lymphocytes abnormal	1	1	0	1.3142175563818674	1	100.0
CAR T-cell-related encephalopathy syndrome	1	1	0	1.3568050716839792	1	100.0
C-reactive protein	1	1	0	1.5593984098368305	1	100.0
Buttock injury	1	0	1	-0.9834153600509679	1	0.0
Butterfly rash	1	0	1	-0.5358650308556163	1	0.0
Burns third degree	1	0	1	-0.555981097547408	1	0.0
Burn oral cavity	1	0	1	-0.527612743275617	1	0.0
Bullous haemorrhagic dermatosis	1	0	1	-0.6461808111412708	1	0.0
Budd-Chiari syndrome	1	0	1	-0.7758362090880757	1	0.0
Brow ptosis	1	1	0	1.3741130125903576	1	100.0
Bronchopneumonia	1	1	0	0.6697017905407276	1	100.0
Cartilage atrophy	1	0	1	-0.9877869552442743	1	0.0
Catheter removal	1	0	1	-0.9666911232497419	1	0.0
Bendopnoea	1	0	1	-0.530327817807434	1	0.0
Cholangitis infective	1	1	0	0.8685742116089297	1	100.0
Cervix carcinoma	1	0	1	-0.7800210867619395	1	0.0
Chalazion	1	0	1	-0.9584584812862158	1	0.0
Chemical burn	1	0	1	-1.119832821390554	1	0.0
Chikungunya virus infection	1	0	1	-1.1479646835577864	1	0.0
Child abuse	1	1	0	1.8185354040335286	1	100.0
Cholangitis acute	1	1	0	1.1115492363651684	1	100.0
Chondrocalcinosis pyrophosphate	1	0	1	-0.8868245448000466	1	0.0
Catheter site bruise	1	0	1	-0.7253359307800284	1	0.0
Chondrolysis	1	0	1	-1.1305818010722986	1	0.0
Chorioretinitis	1	1	0	1.056383860869775	1	100.0
Chronic fatigue syndrome	1	0	1	-0.8077490933612341	1	0.0
Chronic graft versus host disease in eye	1	1	0	0.694795536639071	1	100.0
Chronic left ventricular failure	1	1	0	0.8416350810418209	1	100.0
Chronic lymphocytic leukaemia transformation	1	1	0	1.216835509158777	1	100.0
Cervical cord compression	1	0	1	-0.5827993618558184	1	0.0
Cerebral ventricular rupture	1	1	0	0.5446338271629911	1	100.0
Cerebral ventricle dilatation	1	1	0	1.0493267132476252	1	100.0
Cerebral vasoconstriction	1	0	1	-1.0087054354925495	1	0.0
Cerebral microhaemorrhage	1	1	0	0.7271852612331888	1	100.0
Cerebral mass effect	1	1	0	0.5211600448708609	1	100.0
Cerebral haemorrhage neonatal	1	1	0	0.5779221902818357	1	100.0
Cerebellar haematoma	1	1	0	1.1551635644624847	1	100.0
Central sleep apnoea syndrome	1	1	0	0.6913072715904862	1	100.0
Central nervous system inflammation	1	0	1	-1.1354958570968632	1	0.0
Cell marker increased	1	1	0	0.648535188089781	1	100.0
Catheterisation cardiac abnormal	1	0	1	-0.73448586522436	1	0.0
Catheter site related reaction	1	1	0	0.8900161754829057	1	100.0
Catheter site pain	1	0	1	-0.9718500976469695	1	0.0
Catheter site irritation	1	0	1	-0.9935175475068467	1	0.0
Catheter site haemorrhage	1	1	0	0.528394337268296	1	100.0
Catheter site extravasation	1	1	0	0.822340558942686	1	100.0
Bronchopleural fistula	1	1	0	0.7350852926398539	1	100.0
Bronchomalacia	1	1	0	0.5997931978339723	1	100.0
Breath alcohol test positive	1	1	0	0.8792291871252029	1	100.0
Blood bilirubin decreased	1	1	0	0.7701238827377677	1	100.0
Bleeding time prolonged	1	1	0	0.7393229885290997	1	100.0
Blister infected	1	0	1	-1.4891422622181816	1	0.0
Blood 25-hydroxycholecalciferol decreased	1	1	0	0.7870204351942691	1	100.0
Blood alkaline phosphatase abnormal	1	0	1	-1.164142714067812	1	0.0
Blood beta-D-glucan increased	1	1	0	0.5989529892095704	1	100.0
Blood bilirubin abnormal	1	1	0	0.5067801743595632	1	100.0
Blood cholesterol	1	0	1	-0.7450812745102922	1	0.0
Breast feeding	1	0	1	-4.612823187766978	1	0.0
Blood cholinesterase decreased	1	1	0	0.6420844609128924	1	100.0
Blood chromogranin A increased	1	0	1	-0.5550667419481004	1	0.0
Blood creatine phosphokinase decreased	1	1	0	0.5829182348206712	1	100.0
Blood electrolytes abnormal	1	0	1	-1.1831372181341018	1	0.0
Blood electrolytes decreased	1	0	1	-0.9436609285661897	1	0.0
Blood ethanol increased	1	1	0	1.1566922725732711	1	100.0
Blastomycosis	1	1	0	0.7911089760731733	1	100.0
Bladder perforation	1	0	1	-0.730150319615054	1	0.0
Bladder operation	1	0	1	-1.0371883713433752	1	0.0
Bladder dysfunction	1	0	1	-0.5485508843137965	1	0.0
Bladder cancer stage II	1	1	0	0.6726746305768341	1	100.0
Bladder cancer stage I, with cancer in situ	1	1	0	0.5247670689471127	1	100.0
Bladder cancer recurrent	1	1	0	1.7607108452224818	1	100.0
Bite	1	0	1	-0.7692627120266802	1	0.0
Biopsy bone marrow	1	0	1	-0.533064373991194	1	0.0
Biliary sphincterotomy	1	0	1	-1.1659944691947528	1	0.0
Biliary colic	1	0	1	-0.6416698691430325	1	0.0
Biliary anastomosis complication	1	1	0	0.5310541031579703	1	100.0
Bile duct stent insertion	1	1	0	0.5228684675430824	1	100.0
Bile acid malabsorption	1	0	1	-0.9694211677569249	1	0.0
Bicuspid aortic valve	1	0	1	-0.7365985198570142	1	0.0
Benign renal neoplasm	1	0	1	-0.8855047276342887	1	0.0
Benign bone neoplasm	1	0	1	-0.7625806417393775	1	0.0
Blood immunoglobulin A decreased	1	0	1	-0.8214619271866557	1	0.0
Blood immunoglobulin E decreased	1	0	1	-0.6572076256537436	1	0.0
Blood immunoglobulin M decreased	1	0	1	-0.6155630527660503	1	0.0
Bone giant cell tumour	1	0	1	-1.2741113754451643	1	0.0
Breast disorder	1	0	1	-3.2792856237473527	1	0.0
Breast discharge	1	0	1	-2.6373082543478668	1	0.0
Breast cancer stage III	1	0	1	-1.0015753408165438	1	0.0
Breast cancer stage I	1	1	0	0.6274012760776406	1	100.0
Breast cancer metastatic	1	0	1	-2.626582707354346	1	0.0
Brain stem infarction	1	1	0	0.5964733779466216	1	100.0
Brain neoplasm benign	1	0	1	-0.6474418369876822	1	0.0
Brain hypoxia	1	0	1	-0.8592065580306634	1	0.0
Brain empyema	1	1	0	1.0047315118066145	1	100.0
Botulism	1	1	0	1.2870908381532793	1	100.0
Bone hypertrophy	1	0	1	-0.8345012120328152	1	0.0
Bone hyperpigmentation	1	0	1	-1.0774661325150223	1	0.0
Bone graft	1	0	1	-0.7919936103609789	1	0.0
Bone giant cell tumour malignant	1	0	1	-1.932628446494756	1	0.0
Bone fragmentation	1	0	1	-0.7877411052199967	1	0.0
Blood ketone body increased	1	1	0	0.5473494033485364	1	100.0
Bone fistula	1	0	1	-0.685169203884727	1	0.0
Bone fissure	1	0	1	-1.7217881769540515	1	0.0
Bone density increased	1	0	1	-1.8903495297726258	1	0.0
Bone deformity	1	0	1	-1.1425333155363067	1	0.0
Bone atrophy	1	0	1	-0.8572631757905049	1	0.0
Body tinea	1	1	0	0.7419855656226972	1	100.0
Blue toe syndrome	1	1	0	0.6562286815022245	1	100.0
Blood urea decreased	1	1	0	0.60968441519119	1	100.0
Blood urea abnormal	1	0	1	-0.7029538202271834	1	0.0
Blood testosterone increased	1	1	0	2.774926277916429	1	100.0
Blood parathyroid hormone abnormal	1	0	1	-0.6883959222165341	1	0.0
Blood pH decreased	1	1	0	0.6049716145651862	1	100.0
Blood loss anaemia	1	1	0	0.7023436457219541	1	100.0
Blood lactic acid	1	0	1	-0.6569853638720691	1	0.0
Generalised pustular psoriasis	1	0	1	-0.6454933419219753	1	0.0
Genital erythema	1	1	0	1.1822885609990452	1	100.0
Prosthesis implantation	1	0	1	-0.6133824245290458	1	0.0
Nerve root compression	1	0	1	-0.6824267699660043	1	0.0
Neonatal hypoxia	1	0	1	-2.389538588329871	1	0.0
Neonatal respiratory distress	1	1	0	0.9720821577786363	1	100.0
Neovascular age-related macular degeneration	1	0	1	-0.7044339563854844	1	0.0
Nephritis allergic	1	1	0	0.5267103189104407	1	100.0
Nephrogenic systemic fibrosis	1	0	1	-0.5887004629502339	1	0.0
Nephrosclerosis	1	1	0	1.0955599779587135	1	100.0
Neural tube defect	1	0	1	-0.5755153381023286	1	0.0
Neuropathic arthropathy	1	0	1	-0.8116032312070987	1	0.0
Neuritis	1	0	1	-4.642166407272686	1	0.0
Neuroendocrine carcinoma metastatic	1	1	0	0.6537171612821577	1	100.0
Neurogenic shock	1	0	1	-0.7243635409205884	1	0.0
Neuroma	1	0	1	-0.5015353983031829	1	0.0
Neuromuscular block prolonged	1	1	0	0.7690741264371326	1	100.0
Neuromyelitis optica spectrum disorder	1	0	1	-0.9058042175889156	1	0.0
Neglect of personal appearance	1	1	0	0.9444234319416798	1	100.0
Negativism	1	1	0	0.9692408071828393	1	100.0
Needle track marks	1	0	1	-0.5036415014671656	1	0.0
Necrotising oesophagitis	1	1	0	0.8466925073840712	1	100.0
Necrotising myositis	1	1	0	1.1110050294339655	1	100.0
Nasopharyngeal cancer	1	1	0	0.5003637519969502	1	100.0
Nasal ulcer	1	0	1	-1.1358471154980636	1	0.0
Nasal septum perforation	1	0	1	-1.165158592513869	1	0.0
Nasal septal operation	1	0	1	-0.539261802817316	1	0.0
Nasal crusting	1	0	1	-0.8651888503285958	1	0.0
Nail toxicity	1	0	1	-0.5858584730219709	1	0.0
Nail injury	1	0	1	-0.5730793699015382	1	0.0
Nail infection	1	0	1	-0.6121291058062373	1	0.0
Nail dystrophy	1	0	1	-0.7055957309234273	1	0.0
Nail bed disorder	1	0	1	-1.6701370347210913	1	0.0
NSAID exacerbated respiratory disease	1	0	1	-0.9075999931514254	1	0.0
NIH stroke scale score increased	1	1	0	0.5757554974497046	1	100.0
Neuromyopathy	1	1	0	0.6237915283260187	1	100.0
Neutralising antibodies positive	1	1	0	0.699656509920707	1	100.0
Myoglobin blood increased	1	1	0	1.0361882760044536	1	100.0
Oesophageal carcinoma stage 0	1	1	0	0.6462043022776642	1	100.0
Nutritional condition abnormal	1	0	1	-0.9718949602888345	1	0.0
Ochronosis	1	0	1	-3.0686542623972244	1	0.0
Ocular procedural complication	1	0	1	-0.696556706539756	1	0.0
Ocular toxicity	1	1	0	0.6800452797951393	1	100.0
Ocular vascular disorder	1	0	1	-1.338574255486931	1	0.0
Oedematous pancreatitis	1	0	1	-1.2282101610583571	1	0.0
Oesophageal discomfort	1	0	1	-1.0138173180357493	1	0.0
Neutrophil percentage decreased	1	0	1	-0.6070176559863798	1	0.0
Oesophageal food impaction	1	0	1	-0.5676998625267369	1	0.0
Oesophageal infection	1	0	1	-0.7755759117176291	1	0.0
Oesophagitis ulcerative	1	1	0	1.0948819192095236	1	100.0
Omphalitis	1	0	1	-0.7768853173293326	1	0.0
Onychalgia	1	0	1	-0.5780508208132509	1	0.0
Open fracture	1	0	1	-0.9942234304183691	1	0.0
Nuclear magnetic resonance imaging	1	0	1	-0.5372531482087668	1	0.0
Norovirus test positive	1	0	1	-0.5205670712380002	1	0.0
Norovirus infection	1	1	0	1.150038516319674	1	100.0
Normal newborn	1	0	1	-2.0525805349602773	1	0.0
Nonreassuring foetal heart rate pattern	1	0	1	-2.506427524779821	1	0.0
Noninfective gingivitis	1	1	0	1.2220784121388997	1	100.0
Noninfectious peritonitis	1	1	0	0.8879311893952657	1	100.0
Non-high-density lipoprotein cholesterol increased	1	1	0	1.2213921504456495	1	100.0
Non-alcoholic steatohepatitis	1	0	1	-1.636246157465313	1	0.0
Non-alcoholic fatty liver	1	1	0	0.6519433228022404	1	100.0
Non-Hodgkin's lymphoma stage III	1	1	0	1.1924371603956043	1	100.0
Nodal rhythm	1	1	0	0.6346809329140064	1	100.0
Nodal osteoarthritis	1	0	1	-0.7672915864319143	1	0.0
Nodal arrhythmia	1	1	0	0.7311435130083916	1	100.0
Nocturnal fear	1	0	1	-0.7497527088667182	1	0.0
Nitrite urine present	1	1	0	0.8485144224374634	1	100.0
Newborn persistent pulmonary hypertension	1	1	0	0.564993261628957	1	100.0
Myxoedema coma	1	1	0	1.1224847593331582	1	100.0
Myofascial pain syndrome	1	0	1	-0.608551456450809	1	0.0
Genital hypoaesthesia	1	1	0	1.617987354728712	1	100.0
Meningomyelocele	1	1	0	1.2520820158843629	1	100.0
Meibomian gland dysfunction	1	0	1	-1.1950162799567923	1	0.0
Meniere's disease	1	0	1	-1.7377398895955278	1	0.0
Meningitis fungal	1	1	0	0.5404789298727914	1	100.0
Meningococcal infection	1	0	1	-0.7161295405772075	1	0.0
Meningococcal sepsis	1	1	0	1.004411948361608	1	100.0
Meningoencephalitis herpetic	1	1	0	0.5312544832530488	1	100.0
Meniscus operation	1	0	1	-0.9791642961543723	1	0.0
Metastases to gastrointestinal tract	1	1	0	0.5190592747637321	1	100.0
Mental fatigue	1	0	1	-0.724490368050281	1	0.0
Merycism	1	0	1	-1.3987295840976186	1	0.0
Mesenteritis	1	1	0	0.9479208719702572	1	100.0
Mesothelioma	1	0	1	-0.9712702790860881	1	0.0
Metamorphopsia	1	0	1	-0.7034448618990014	1	0.0
Metapneumovirus infection	1	1	0	0.6295143210888989	1	100.0
Medulloblastoma recurrent	1	1	0	0.9196573957267686	1	100.0
Medulloblastoma	1	1	0	0.5897378119995689	1	100.0
Medical device site ulcer	1	1	0	0.9990985100928658	1	100.0
Medical device site scab	1	0	1	-1.3781185442300679	1	0.0
Medical device site reaction	1	0	1	-0.998157683182006	1	0.0
Medical device site pain	1	0	1	-0.7347184980798334	1	0.0
Medical device site infection	1	1	0	0.5567155588709998	1	100.0
Medical device site fibrosis	1	0	1	-0.6579902661993628	1	0.0
Medical device site erosion	1	1	0	1.4187911389717232	1	100.0
Medical device site discharge	1	1	0	0.6749720393209988	1	100.0
Medical device change	1	0	1	-0.5079665026447637	1	0.0
Medical device battery replacement	1	1	0	0.5078639741559794	1	100.0
Medial tibial stress syndrome	1	0	1	-1.8316293059493802	1	0.0
Meconium aspiration syndrome	1	1	0	0.7947739775939904	1	100.0
Mechanical ileus	1	1	0	0.8028223584110066	1	100.0
Mean platelet volume decreased	1	0	1	-0.6514596972433906	1	0.0
Mean cell haemoglobin concentration increased	1	0	1	-0.9923397134839571	1	0.0
Metastases to chest wall	1	0	1	-0.9249420960021077	1	0.0
Metastases to pelvis	1	1	0	0.9385243424041674	1	100.0
Myeloma cast nephropathy	1	1	0	1.4510450682811398	1	100.0
Muscle necrosis	1	0	1	-0.996936330398924	1	0.0
Mucosal ulceration	1	0	1	-0.5110401291195856	1	0.0
Mucous membrane disorder	1	0	1	-0.5520673173467046	1	0.0
Multi-organ disorder	1	0	1	-0.5735133690690415	1	0.0
Multimorbidity	1	0	1	-0.6285940333808462	1	0.0
Multiple congenital abnormalities	1	0	1	-0.6028259960368132	1	0.0
Multiple system atrophy	1	1	0	1.5430478375325545	1	100.0
Myasthenic syndrome	1	1	0	0.5201290539640993	1	100.0
Metastases to pleura	1	1	0	0.6925777159180968	1	100.0
Mycobacterial peritonitis	1	1	0	1.1883469150710804	1	100.0
Mycobacterium fortuitum infection	1	0	1	-0.8099041897549788	1	0.0
Mycobacterium ulcerans infection	1	1	0	2.5517310523849215	1	100.0
Mycosis fungoides	1	1	0	0.5909738354802148	1	100.0
Myelocyte count increased	1	1	0	0.5259602284231599	1	100.0
Myelodysplastic syndrome transformation	1	1	0	1.11106784383739	1	100.0
Mucosal discolouration	1	0	1	-0.7973223884972258	1	0.0
Mucocutaneous ulceration	1	0	1	-0.8220689650537141	1	0.0
Mucocutaneous leishmaniasis	1	1	0	1.0124018317390706	1	100.0
Morphoea	1	0	1	-0.9205651879254526	1	0.0
Moraxella infection	1	1	0	0.7150351225976759	1	100.0
Monocytosis	1	1	0	0.7383814603162517	1	100.0
Mixed connective tissue disease	1	0	1	-2.6048307335697145	1	0.0
Mitral valve thickening	1	1	0	1.3210607972382977	1	100.0
Mitral valve disease	1	0	1	-0.528561510026929	1	0.0
Mitochondrial cytopathy	1	1	0	0.6126460592344323	1	100.0
Mineral supplementation	1	0	1	-0.9035394160196424	1	0.0
Miliaria	1	0	1	-0.6772573362866987	1	0.0
Microvillous inclusion disease	1	1	0	0.7819924464007837	1	100.0
Microscopic polyangiitis	1	0	1	-1.005453548581789	1	0.0
Metatarsal excision	1	0	1	-1.6206330808457263	1	0.0
Metastatic lymphoma	1	0	1	-0.5895882582634664	1	0.0
Metastases to the mediastinum	1	0	1	-0.8303140847888821	1	0.0
Optic atrophy	1	0	1	-0.5489255002702826	1	0.0
Optic nerve disorder	1	0	1	-0.563965559384405	1	0.0
Oral cavity fistula	1	0	1	-1.3588551154520712	1	0.0
Post procedural fistula	1	0	1	-0.5766119177118623	1	0.0
Poor sucking reflex	1	1	0	0.7534385396432426	1	100.0
Portal hypertensive gastropathy	1	1	0	1.7894487006005022	1	100.0
Positive airway pressure therapy	1	1	0	0.5802561745206551	1	100.0
Post procedural contusion	1	1	0	0.6378214327198599	1	100.0
Post procedural discharge	1	0	1	-0.5157775920582015	1	0.0
Post procedural discomfort	1	0	1	-2.712751645361904	1	0.0
Post procedural haematoma	1	1	0	0.7643210217315897	1	100.0
Postoperative abscess	1	0	1	-0.7067786978359512	1	0.0
Post procedural inflammation	1	0	1	-0.5242323153524588	1	0.0
Post procedural stroke	1	0	1	-0.6439132599172832	1	0.0
Post thrombotic syndrome	1	0	1	-0.8389450787143273	1	0.0
Post transplant distal limb syndrome	1	1	0	2.05466886453761	1	100.0
Post-depletion B-cell recovery	1	0	1	-1.1495953869515816	1	0.0
Postmortem blood drug level abnormal	1	0	1	-0.973856692436609	1	0.0
Poor quality device used	1	0	1	-0.5731406606277467	1	0.0
Polymyositis	1	1	0	0.5860775615965488	1	100.0
Polymerase chain reaction positive	1	1	0	0.5134640642171862	1	100.0
Polychondritis	1	0	1	-1.0709159781032789	1	0.0
Polyarteritis nodosa	1	0	1	-1.299226842281555	1	0.0
Pneumonia parainfluenzae viral	1	1	0	1.1450388630329122	1	100.0
Pneumonia necrotising	1	1	0	1.0865812366208938	1	100.0
Pneumonia legionella	1	0	1	-0.5678129663966538	1	0.0
Pneumonia haemophilus	1	1	0	0.890470211539462	1	100.0
Pneumonectomy	1	1	0	0.5824103478243812	1	100.0
Pleuroperitoneal communication	1	1	0	0.8511951204752011	1	100.0
Pleuroparenchymal fibroelastosis	1	1	0	0.6467641997216305	1	100.0
Pleural thickening	1	1	0	1.546900468792311	1	100.0
Platelet dysfunction	1	1	0	1.4147094445065918	1	100.0
Plasmacytosis	1	0	1	-0.6680029528984628	1	0.0
Pilonidal cyst	1	0	1	-0.5326088278636312	1	0.0
Pigmentary maculopathy	1	1	0	2.1417377974499203	1	100.0
Postmortem blood drug level increased	1	1	0	0.6877646379374873	1	100.0
Postoperative adhesion	1	0	1	-0.7277259612636224	1	0.0
Oral mucosa erosion	1	0	1	-1.3839036437571193	1	0.0
Product impurity	1	0	1	-0.8946744370584154	1	0.0
Product blister packaging issue	1	0	1	-0.9132172798087916	1	0.0
Product cleaning inadequate	1	0	1	-0.5481344115518003	1	0.0
Product confusion	1	0	1	-0.7237431574416315	1	0.0
Product contamination with body fluid	1	0	1	-0.5143761182382764	1	0.0
Product difficult to swallow	1	1	0	0.5346850623735921	1	100.0
Product dosage form issue	1	1	0	0.8572484646230194	1	100.0
Product ineffective	1	0	1	-1.3512383331199151	1	0.0
Postoperative delirium	1	1	0	0.6681036716415587	1	100.0
Product packaging confusion	1	0	1	-0.7607401443222794	1	0.0
Product reconstitution quality issue	1	1	0	0.7265952507182147	1	100.0
Product selection error	1	1	0	0.9127335377743133	1	100.0
Product substitution	1	0	1	-1.3748185337158407	1	0.0
Product temperature excursion issue	1	1	0	1.4854062444978418	1	100.0
Prostatic disorder	1	1	0	8.869498849549007	1	100.0
Product after taste	1	0	1	-0.882501719361918	1	0.0
Product administered by wrong person	1	1	0	0.8848397379692838	1	100.0
